"EVENTID","USERID","SESSIONID","EVENTDATE","EVENTTIMESTAMP","EVENTNAME","EVENTLEVEL","GAUSERSTARTDATE","GAUSERGENDER","GAUSERAGEGROUP","GAUSERCOUNTRY","GAUSERACQUISITIONCHANNEL","MSSINCELASTEVENT","COLLECTINSERTEDTIMESTAMP","PLATFORM","ACTION","USERCOUNTRY","OPTION","EVENTUUID","MAINEVENTID","SDKVERSION","TIMEZONEOFFSET","OPERATINGSYSTEM","USERLOCALE","CLIENTVERSION","DEVICETYPE","USERLANGUAGE","DEVICENAME","HARDWAREVERSION","OPERATINGSYSTEMVERSION","PLAYERYPOSITION","SCENENAME","PLAYERXPOSITION","CARDNAME","TOOLNAME","KILLERID","TOOLTYPE","CARDRANK","TOTALTIME","TOOLID","KILLERNAME","TOOLKEY","TOOLCATEGORY","TOOLSPECIFICTYPE"
"3008422673660354571","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ede5464d-2867-4efc-b4c3-244f499a1f21","2022-06-29","2022-06-29 03:56:57.731","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1379","2022-06-29 03:56:57.847","MAC_CLIENT",,"US",,"1a64e750-c65e-4b7f-b3af-70738082adec","3008422673660354571","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 7",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot106154",,
"3008340039252885504","b88be6f0-af80-4e9c-8043-e2be15123284","eb899f3c-6f93-42d4-95e0-eb9e89fd7972","2022-06-28","2022-06-28 22:27:47.843","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-28 22:27:53.496","PC_CLIENT",,"US",,"a3cf4a76-94de-41d9-9a8f-00234f5c89bd","3008340039252885504","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008436229017530376","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:59.032","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","5","2022-06-29 04:51:00.573","MAC_CLIENT",,"US",,"e0fc7d2e-70d0-4ece-a50a-f52fa37b2e0d","3008436229017530376","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.87602","Level 7","-47.98475",,,"156886",,,,,"LaserGun",,,
"3008422307673767939","e8d31619-c219-4dda-bf7b-3d037aa7315f","8770b431-3c30-45d9-a378-127e23835d2b","2022-06-29","2022-06-29 03:55:35.339","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","19","2022-06-29 03:55:37.719","MAC_CLIENT",,"US",,"8051dcab-d680-4252-8f73-43dd900f2d1c","3008422307673767939","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Accelerating Trail (48)",,"Accelerator",,,,,"Accelerator161752",,
"3008340039420657665","b88be6f0-af80-4e9c-8043-e2be15123284","eb899f3c-6f93-42d4-95e0-eb9e89fd7972","2022-06-28","2022-06-28 22:27:51.488","cardChose","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3638","2022-06-28 22:27:53.496","PC_CLIENT",,"US",,"dbf17190-14c9-4c70-941f-4afee36e8986","3008340039420657665","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,"Slingshot Helper",,,,"2",,,,,,
"3008422785866305538","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ede5464d-2867-4efc-b4c3-244f499a1f21","2022-06-29","2022-06-29 03:57:51.432","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","4248","2022-06-29 03:57:51.549","MAC_CLIENT",,"US",,"979e30d4-f355-4ed2-aa59-eb49b2c6409f","3008422785866305538","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 7",,,"Rotating Magnet",,"Magnet",,,,,"Magnet105888",,
"3008436068551929858","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:25.57","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","744","2022-06-29 04:50:25.666","MAC_CLIENT",,"US",,"26188760-fcfc-4a4c-ad57-51c6e19146e6","3008436068551929858","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 7",,,"Magnet (2)",,"Magnet",,,,,"Magnet157508",,
"3008340039290634241","b88be6f0-af80-4e9c-8043-e2be15123284","eb899f3c-6f93-42d4-95e0-eb9e89fd7972","2022-06-28","2022-06-28 22:27:47.849","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6","2022-06-28 22:27:53.496","PC_CLIENT",,"US",,"e6c2bd0c-6aa6-4216-9e16-8ca8170f57d2","3008340039290634241","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","en","Alienware Aurora R8 (Alienware)","Alienware Aurora R8 (Alienware)","11",,,,,,,,,,,,,,
"3008434656061210627","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","235a7e77-1efc-4bec-97a3-d38a0e577a23","2022-06-29","2022-06-29 04:44:55.757","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","7","2022-06-29 04:44:56.772","MAC_CLIENT",,"US",,"454f4c4d-ab4d-4fa9-a09c-10f249b8f6e0","3008434656061210627","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.7930412","Level 7","-51.07",,,"146740",,,,,"LaserGun",,,
"3008422448610766849","1c2f00b1-bd70-4526-b987-4f0f64b913dc","790eeaa0-1c3f-490f-9629-2f6432658571","2022-06-29","2022-06-29 03:56:16.919","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2250","2022-06-29 03:56:21.09","PC_CLIENT",,"US",,"abc8f9cf-25d4-4316-ac28-dfddd530eba5","3008422448610766849","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Accelerating Trail (1)",,"Accelerator",,,,,"Accelerator125318",,
"3008340038988644360","b88be6f0-af80-4e9c-8043-e2be15123284","ff970be6-44e0-4638-9d2d-f6dfb0d8fe9f","2022-06-28","2022-06-28 22:27:30.501","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","394724","2022-06-28 22:27:34.412","PC_CLIENT",,"US",,"609e91b6-835e-40cf-8264-b9d53933d2b9","3008340038988644360","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008436497910190088","cefdd937-3c64-4bb1-b202-4e00f48ebc62","75d9d93f-d5b0-492d-ac76-3e48a368a87d","2022-06-29","2022-06-29 04:51:59.464","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","3233","2022-06-29 04:51:59.714","WEB",,"US",,"f26a2086-007f-4178-9f2a-5a2c0a5e4b64","3008436497910190088","Unity SDK v6.0.3","-0700",,,"1",,,,,,"6.82876825","Level 7","-89.4999",,,"58570",,,,,"Circle Saw (4)",,,
"3008422896231059459","1c2f00b1-bd70-4526-b987-4f0f64b913dc","21044789-33ec-46d7-834f-8f3c74929365","2022-06-29","2022-06-29 03:58:02.247","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","14235","2022-06-29 03:58:06.43","PC_CLIENT",,"US",,"2b01e5b5-831e-4a16-a005-d0167d9b73cc","3008422896231059459","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,,"Accelerating Trail (2)",,"Accelerator",,,,,"Accelerator-1170736",,
"3008340039416463360","b88be6f0-af80-4e9c-8043-e2be15123284","eb899f3c-6f93-42d4-95e0-eb9e89fd7972","2022-06-28","2022-06-28 22:27:47.85","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-28 22:27:53.496","PC_CLIENT",,"US",,"62b224ed-e2f9-4b08-a83b-4551102e1836","3008340039416463360","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008436068702924801","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:48.471","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","5","2022-06-29 04:50:49.802","MAC_CLIENT",,"US",,"9697f97a-42df-42c7-9925-52c9ad8c44eb","3008436068702924801","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.6157646","Level 7","-47.7699852",,,"156886",,,,,"LaserGun",,,
"3008422314938302468","1c2f00b1-bd70-4526-b987-4f0f64b913dc","790eeaa0-1c3f-490f-9629-2f6432658571","2022-06-29","2022-06-29 03:56:07.617","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","7851","2022-06-29 03:56:11.785","PC_CLIENT",,"US",,"05eb7f5d-6ecf-431e-9d2d-48346327583f","3008422314938302468","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Accelerating Trail (0)",,"Accelerator",,,,,"Accelerator125140",,
"3008436497616588804","cefdd937-3c64-4bb1-b202-4e00f48ebc62","75d9d93f-d5b0-492d-ac76-3e48a368a87d","2022-06-29","2022-06-29 04:51:27.033","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","11537","2022-06-29 04:51:27.279","WEB",,"US",,"ee4d0642-4712-49d9-81d6-0c90bfb36b9e","3008436497616588804","Unity SDK v6.0.3","-0700",,,"1",,,,,,"7.16700745","Level 7","-91.2626343",,,"58570",,,,,"Circle Saw (4)",,,
"3008436229021724680","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:59.04","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","5","2022-06-29 04:51:00.573","MAC_CLIENT",,"US",,"6588631f-715f-4574-95c7-866839dfffb9","3008436229021724680","Unity SDK v6.0.3","-0700",,,"1",,,,,,"24.1048851","Level 7","-47.98475",,,"156886",,,,,"LaserGun",,,
"3008422576801259524","e8d31619-c219-4dda-bf7b-3d037aa7315f","944201e2-f284-42ee-bc6f-d2889a864cfd","2022-06-29","2022-06-29 03:56:59.224","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","601","2022-06-29 03:56:59.318","MAC_CLIENT",,"US",,"c73e6ef5-8838-438f-86d4-06b88bb0f77e","3008422576801259524","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Rope with Magnet (0)",,"Rope with Magnet",,,,,"Rope with Magnet164580",,
"3008436229021724686","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:59.045","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","5","2022-06-29 04:51:00.573","MAC_CLIENT",,"US",,"052e1ee4-0817-4c82-b386-fad26a2598a9","3008436229021724686","Unity SDK v6.0.3","-0700",,,"1",,,,,,"24.1048851","Level 7","-47.98475",,,"156886",,,,,"LaserGun",,,
"3008422891436969997","e8d31619-c219-4dda-bf7b-3d037aa7315f","b2c14b79-0f00-4240-87a7-1fd7cf248cd1","2022-06-29","2022-06-29 03:58:26.06","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2295","2022-06-29 03:58:26.145","MAC_CLIENT",,"US",,"5df2d438-5346-4cd1-a11c-87ad88e079d3","3008422891436969997","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (3)",,"Magnet",,,,,"Magnet167228",,
"3008436537848242183","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","984f2146-ff65-449a-be28-65b2693a4aa0","2022-06-29","2022-06-29 04:51:49.447","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","5497","2022-06-29 04:51:49.665","MAC_CLIENT",,"US",,"c5739732-b62a-46e8-a897-dc54271d5e0a","3008436537848242183","Unity SDK v6.0.3","-0700",,,"1",,,,,,"5.232738","Level 7","-88.51604",,,"159590",,,,,"Circle Saw (4)",,,
"3008422448610766852","1c2f00b1-bd70-4526-b987-4f0f64b913dc","790eeaa0-1c3f-490f-9629-2f6432658571","2022-06-29","2022-06-29 03:56:18.0","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1081","2022-06-29 03:56:22.169","PC_CLIENT",,"US",,"dcc1c9b8-c8e5-4291-a26f-abe7bdb27fe1","3008422448610766852","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot-1146368",,
"3008436229025918981","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:59.079","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","12","2022-06-29 04:51:00.573","MAC_CLIENT",,"US",,"21a71761-b64a-45f2-98df-bc93100b8232","3008436229025918981","Unity SDK v6.0.3","-0700",,,"1",,,,,,"24.3023567","Level 7","-47.98475",,,"156886",,,,,"LaserGun",,,
"3008422307677962240","e8d31619-c219-4dda-bf7b-3d037aa7315f","8770b431-3c30-45d9-a378-127e23835d2b","2022-06-29","2022-06-29 03:55:37.6","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2261","2022-06-29 03:55:37.719","MAC_CLIENT",,"US",,"ed69ec9f-caf4-46fe-8319-bd31da60dac1","3008422307677962240","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Accelerating Trail (23)",,"Accelerator",,,,,"Accelerator161994",,
"3008436228954615809","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:59.0","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","5253","2022-06-29 04:50:59.113","MAC_CLIENT",,"US",,"e4944aba-4a4e-4349-8a01-3c98a6d3daa3","3008436228954615809","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.6157646","Level 7","-47.98475",,,"156886",,,,,"LaserGun",,,
"3008422739682836486","1c2f00b1-bd70-4526-b987-4f0f64b913dc","21044789-33ec-46d7-834f-8f3c74929365","2022-06-29","2022-06-29 03:57:39.83","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2265","2022-06-29 03:57:43.996","PC_CLIENT",,"US",,"8a1fd677-c57e-4e5f-b740-d185fc2e263f","3008422739682836486","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,,"Magnet Slingshot (2)",,"Slingshot",,,,,"Slingshot126156",,
"3008435576216121344","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","3475b6be-5fe5-464f-877a-ede97f0de79a","2022-06-29","2022-06-29 04:48:24.537","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","4","2022-06-29 04:48:26.253","MAC_CLIENT",,"US",,"713f9448-914b-4cc3-94d6-33b722adfee4","3008435576216121344","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.7708054","Level 7","-51.5680847",,,"-3075914",,,,,"LaserGun",,,
"3008422576809648128","e8d31619-c219-4dda-bf7b-3d037aa7315f","944201e2-f284-42ee-bc6f-d2889a864cfd","2022-06-29","2022-06-29 03:57:12.087","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","4160","2022-06-29 03:57:12.179","MAC_CLIENT",,"US",,"8e196b56-d988-4c89-a049-ed500fb4c639","3008422576809648128","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Rotating Magnet (1)",,"Magnet",,,,,"Magnet-8201824",,
"3008436068669370370","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:34.871","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","4","2022-06-29 04:50:36.169","MAC_CLIENT",,"US",,"f5e1b552-d6c8-4ac7-bd8f-f2493531aa67","3008436068669370370","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.8698483","Level 7","-61.3691673",,,"156886",,,,,"LaserGun",,,
"3008422673681326084","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ede5464d-2867-4efc-b4c3-244f499a1f21","2022-06-29","2022-06-29 03:57:34.783","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","4366","2022-06-29 03:57:34.902","MAC_CLIENT",,"US",,"38cee056-50cd-4fa8-a4a3-26ea030fb752","3008422673681326084","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 7",,,"Rotating Magnet",,"Magnet",,,,,"Magnet105888",,
"3008436497910190081","cefdd937-3c64-4bb1-b202-4e00f48ebc62","75d9d93f-d5b0-492d-ac76-3e48a368a87d","2022-06-29","2022-06-29 04:51:45.261","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1829","2022-06-29 04:51:45.546","WEB",,"US",,"47636f66-4d6a-439c-8454-59825ea8480d","3008436497910190081","Unity SDK v6.0.3","-0700",,,"1",,,,,,"4.333409","Level 7","-88.69989",,,"58570",,,,,"Circle Saw (4)",,,
"3008422449650954245","e8d31619-c219-4dda-bf7b-3d037aa7315f","944201e2-f284-42ee-bc6f-d2889a864cfd","2022-06-29","2022-06-29 03:56:32.276","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","12302","2022-06-29 03:56:32.361","MAC_CLIENT",,"US",,"c84c269b-6d72-4ebf-8bd5-dd2614eb05cd","3008422449650954245","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Small Magnet (1)",,"Magnet",,,,,"Magnet-8198876",,
"3008434655880855573","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","235a7e77-1efc-4bec-97a3-d38a0e577a23","2022-06-29","2022-06-29 04:44:54.641","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","6","2022-06-29 04:44:55.13","MAC_CLIENT",,"US",,"42538cf6-b659-4bc8-a0b1-1f30d8e1bfc5","3008434655880855573","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.95","Level 7","-51.07",,,"146740",,,,,"LaserGun",,,
"3008422307673767936","e8d31619-c219-4dda-bf7b-3d037aa7315f","8770b431-3c30-45d9-a378-127e23835d2b","2022-06-29","2022-06-29 03:55:29.359","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","20","2022-06-29 03:55:30.503","MAC_CLIENT",,"US",,"74a8e220-f476-42ee-b008-c567d9bfd695","3008422307673767936","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Accelerating Trail (48)",,"Accelerator",,,,,"Accelerator161752",,
"3008434655604031490","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","235a7e77-1efc-4bec-97a3-d38a0e577a23","2022-06-29","2022-06-29 04:44:53.011","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","4","2022-06-29 04:44:54.154","MAC_CLIENT",,"US",,"b64f1c87-36e5-4caf-be34-d7173ac9dbda","3008434655604031490","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.8244324","Level 7","-51.07",,,"146740",,,,,"LaserGun",,,
"3008422673664548875","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ede5464d-2867-4efc-b4c3-244f499a1f21","2022-06-29","2022-06-29 03:57:13.935","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","11583","2022-06-29 03:57:14.054","MAC_CLIENT",,"US",,"329ea12b-f646-42e6-a03d-0091da99708f","3008422673664548875","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 7",,,"Rotating Magnet",,"Magnet",,,,,"Magnet105888",,
"3008436497935355907","cefdd937-3c64-4bb1-b202-4e00f48ebc62","75d9d93f-d5b0-492d-ac76-3e48a368a87d","2022-06-29","2022-06-29 04:52:14.031","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","3986","2022-06-29 04:52:14.273","WEB",,"US",,"9d9b5192-c3d1-4aa9-b89b-495391128f13","3008436497935355907","Unity SDK v6.0.3","-0700",,,"1",,,,,,"5.133408","Level 7","-88.69991",,,"58570",,,,,"Circle Saw (4)",,,
"3008422448610766853","1c2f00b1-bd70-4526-b987-4f0f64b913dc","790eeaa0-1c3f-490f-9629-2f6432658571","2022-06-29","2022-06-29 03:56:20.999","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2999","2022-06-29 03:56:25.17","PC_CLIENT",,"US",,"c721d7e2-9e8d-42d4-b636-1af5e1918b95","3008422448610766853","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot-1146368",,
"3008436497935355909","cefdd937-3c64-4bb1-b202-4e00f48ebc62","75d9d93f-d5b0-492d-ac76-3e48a368a87d","2022-06-29","2022-06-29 04:52:20.249","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","6218","2022-06-29 04:52:20.501","WEB",,"US",,"d083478e-8a21-456b-ad91-2d6aaca70871","3008436497935355909","Unity SDK v6.0.3","-0700",,,"1",,,,,,"12.36803","Level 7","-86.40573",,,"58564",,,,,"Circle Saw (5)",,,
"3008423123134533640","e8d31619-c219-4dda-bf7b-3d037aa7315f","b2c14b79-0f00-4240-87a7-1fd7cf248cd1","2022-06-29","2022-06-29 03:59:09.33","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1","2022-06-29 03:59:11.644","MAC_CLIENT",,"US",,"20eeee87-7159-4d1b-a259-33090e577f87","3008423123134533640","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Small Magnet (0)",,"Magnet",,,,,"Magnet-8571022",,
"3008436068707119106","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:48.492","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","4","2022-06-29 04:50:49.802","MAC_CLIENT",,"US",,"10723cc8-c5b8-4ed3-a1bd-912fab8cda0e","3008436068707119106","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.87602","Level 7","-47.7699852",,,"156886",,,,,"LaserGun",,,
"3008422576696401929","e8d31619-c219-4dda-bf7b-3d037aa7315f","944201e2-f284-42ee-bc6f-d2889a864cfd","2022-06-29","2022-06-29 03:56:44.354","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","96","2022-06-29 03:56:47.581","MAC_CLIENT",,"US",,"e31b5e54-c9d1-4195-aff3-ffc557e4cc1c","3008422576696401929","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (7)",,"Magnet",,,,,"Magnet164222",,
"3008422576805453831","e8d31619-c219-4dda-bf7b-3d037aa7315f","944201e2-f284-42ee-bc6f-d2889a864cfd","2022-06-29","2022-06-29 03:57:07.926","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1213","2022-06-29 03:57:08.019","MAC_CLIENT",,"US",,"5a12f8aa-d255-400b-84f9-6ec8051e0463","3008422576805453831","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Small Magnet (1)",,"Magnet",,,,,"Magnet-8199078",,
"3008422448606572548","1c2f00b1-bd70-4526-b987-4f0f64b913dc","790eeaa0-1c3f-490f-9629-2f6432658571","2022-06-29","2022-06-29 03:56:14.669","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3049","2022-06-29 03:56:18.847","PC_CLIENT",,"US",,"a8196c4b-f12f-484a-a973-a3ba4efb048b","3008422448606572548","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot125162",,
"3008436229038501889","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:51:04.029","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","9","2022-06-29 04:51:05.649","MAC_CLIENT",,"US",,"8d8bfcf5-d513-471d-b46f-2b036156a193","3008436229038501889","Unity SDK v6.0.3","-0700",,,"1",,,,,,"24.0128212","Level 7","-50.68964",,,"156886",,,,,"LaserGun",,,
"3008422896235253772","1c2f00b1-bd70-4526-b987-4f0f64b913dc","21044789-33ec-46d7-834f-8f3c74929365","2022-06-29","2022-06-29 03:58:22.279","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","13761","2022-06-29 03:58:26.456","PC_CLIENT",,"US",,"f7938136-8426-4526-ac82-a90dc0722a6a","3008422896235253772","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,,"Swingable Rope (9)",,"Rope",,,,,"Rope126238",,
"3008436068694536195","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:44.904","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","634","2022-06-29 04:50:45.064","MAC_CLIENT",,"US",,"b282ddc2-37c1-4810-a254-35789e1184e3","3008436068694536195","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 7",,,"Magnet (2)",,"Magnet",,,,,"Magnet157508",,
"3008422739682836481","1c2f00b1-bd70-4526-b987-4f0f64b913dc","21044789-33ec-46d7-834f-8f3c74929365","2022-06-29","2022-06-29 03:57:35.773","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1468","2022-06-29 03:57:39.941","PC_CLIENT",,"US",,"c03c3e90-4182-42d8-8c59-3344263699a9","3008422739682836481","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,,"Magnet Slingshot (1)",,"Slingshot",,,,,"Slingshot126296",,
"3008436068564512769","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b1f79fd-6fd4-486b-89ff-692dba293f6a","2022-06-29","2022-06-29 04:50:34.84","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","8110","2022-06-29 04:50:35.027","MAC_CLIENT",,"US",,"7b3e226f-4d51-43ca-841d-0a977233a792","3008436068564512769","Unity SDK v6.0.3","-0700",,,"1",,,,,,"24.2688236","Level 7","-61.3691673",,,"156886",,,,,"LaserGun",,,
"3008422739687030786","1c2f00b1-bd70-4526-b987-4f0f64b913dc","21044789-33ec-46d7-834f-8f3c74929365","2022-06-29","2022-06-29 03:57:45.72","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2310","2022-06-29 03:57:49.895","PC_CLIENT",,"US",,"a22d3fd7-5dd3-4ce1-bab4-998e7fbf08a4","3008422739687030786","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,,"Swingable Rope (0)",,"Rope",,,,,"Rope125984",,
"3008434655805358081","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","235a7e77-1efc-4bec-97a3-d38a0e577a23","2022-06-29","2022-06-29 04:44:54.3","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","9","2022-06-29 04:44:54.61","MAC_CLIENT",,"US",,"17fceeb9-7fa1-42dc-86a4-be74cda6a252","3008434655805358081","Unity SDK v6.0.3","-0700",,,"1",,,,,,"23.95","Level 7","-51.07",,,"146740",,,,,"LaserGun",,,
