"EVENTID","USERID","SESSIONID","EVENTDATE","EVENTTIMESTAMP","EVENTNAME","EVENTLEVEL","GAUSERSTARTDATE","GAUSERGENDER","GAUSERAGEGROUP","GAUSERCOUNTRY","GAUSERACQUISITIONCHANNEL","MSSINCELASTEVENT","COLLECTINSERTEDTIMESTAMP","PLATFORM","ACTION","USERCOUNTRY","OPTION","EVENTUUID","MAINEVENTID","SDKVERSION","TIMEZONEOFFSET","OPERATINGSYSTEM","USERLOCALE","CLIENTVERSION","DEVICETYPE","USERLANGUAGE","DEVICENAME","HARDWAREVERSION","OPERATINGSYSTEMVERSION","PLAYERYPOSITION","SCENENAME","PLAYERXPOSITION","CARDNAME","TOOLNAME","KILLERID","TOOLTYPE","CARDRANK","TOTALTIME","TOOLID","KILLERNAME","TOOLKEY","TOOLCATEGORY","TOOLSPECIFICTYPE"
"3008469311422541824","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:02:48.165","gameStarted","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:02:57.026","MAC_CLIENT",,"US",,"ee68db3e-6083-445f-9b86-818e077e939f","3008469311422541824","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008486328623964160","23436812-eaa8-4121-a578-36a221e1f687","fcb83da5-5f95-4faf-8704-4f92872b509b","2022-06-29","2022-06-29 08:10:31.024","cardChose","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","4237","2022-06-29 08:10:32.95","PC_CLIENT",,"US",,"228358f4-12e9-4426-a133-c22739982910","3008486328623964160","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,"Zero Gravity",,,,"3",,,,,,
"3008478469689475072","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","8be3ed01-a805-46e6-bdcd-f75023e9b310","2022-06-29","2022-06-29 07:39:08.419","gameStarted","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:39:13.202","MAC_CLIENT",,"US",,"a72bf08d-b56b-4d2a-805e-364a2948beb9","3008478469689475072","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008473270770036737","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:18:41.714","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","3252","2022-06-29 07:18:41.986","MAC_CLIENT",,"US",,"655029cc-4e61-4c3b-a9c6-fa8f9edfbcfa","3008473270770036737","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Rotating Magnet (2)",,"Magnet",,,,,"Magnet190194",,
"3008469445149532161","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:03:28.581","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","667","2022-06-29 07:03:28.913","MAC_CLIENT",,"US",,"10408335-a868-4fd0-8402-c275bb60bb1a","3008469445149532161","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"child accerlator 3",,"Accelerator",,,,,"Accelerator183322",,
"3008489922215694341","1c2f00b1-bd70-4526-b987-4f0f64b913dc","4e137229-9e80-445d-acc9-595a32e66a09","2022-06-29","2022-06-29 08:23:36.576","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6","2022-06-29 08:23:56.484","PC_CLIENT",,"US",,"272d3e46-58b8-4aa0-aba1-2a082b5cbc18","3008489922215694341","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","10",,,,,,,,,,,,,,
"3008479275335598081","1c2f00b1-bd70-4526-b987-4f0f64b913dc","b3add2ee-ee75-4779-80ca-a4718b4be2a0","2022-06-29","2022-06-29 07:42:32.967","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3056","2022-06-29 07:42:33.063","PC_CLIENT",,"US",,"c6e30fdf-57d9-4cfa-b69c-3219382d7c14","3008479275335598081","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (0)",,"Magnet",,,,,"Magnet128532",,
"3008481109613748227","23436812-eaa8-4121-a578-36a221e1f687","485dcdb1-e737-4560-a8d6-f4e069e1bb50","2022-06-29","2022-06-29 07:49:15.252","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:49:19.004","PC_CLIENT",,"US",,"c37f5f3f-ac88-40c0-9d93-769d5735fed7","3008481109613748227","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008469311825195008","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:02:56.587","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","8416","2022-06-29 07:02:57.026","MAC_CLIENT",,"US",,"b77edd7f-38da-4ba5-8cf9-5b4124116ec6","3008469311825195008","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,"Slingshot Helper",,,,"2",,,,,,
"3008450135198904322","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","b168b8a5-b10c-49cf-89b0-9d168b84a7c6","2022-06-29","2022-06-29 05:44:54.574","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","7","2022-06-29 05:45:59.21","MAC_CLIENT",,"US",,"82d5ee5a-a01b-4438-bb76-30ffa1855008","3008450135198904322","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008479260756271106","1c2f00b1-bd70-4526-b987-4f0f64b913dc","b3add2ee-ee75-4779-80ca-a4718b4be2a0","2022-06-29","2022-06-29 07:42:21.039","cardChose","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1740","2022-06-29 07:42:21.146","PC_CLIENT",,"US",,"bd42c9ce-ed4d-412e-9043-6e8db0fa80c0","3008479260756271106","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,"Slingshot Helper",,,,"2",,,,,,
"3008473300809654273","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:18:45.986","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2020","2022-06-29 07:18:46.294","MAC_CLIENT",,"US",,"ea611447-f657-410a-aacc-7fde7125bb21","3008473300809654273","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (3)",,"Magnet",,,,,"Magnet190508",,
"3008469311678394368","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:02:48.171","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","6","2022-06-29 07:02:57.026","MAC_CLIENT",,"US",,"134004af-60bc-40b2-83a1-45fad0900c30","3008469311678394368","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008489922073088000","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aaec37e4-8ffb-4581-9413-9a9037c37921","2022-06-29","2022-06-29 08:22:50.805","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","5","2022-06-29 08:23:36.249","PC_CLIENT",,"US",,"67807b0c-bf0f-4729-b371-ef342d06e704","3008489922073088000","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","10",,,,,,,,,,,,,,
"3008478284586455041","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b74e592-f47c-405d-b436-be0454b6a262","2022-06-29","2022-06-29 07:38:17.001","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:38:17.391","MAC_CLIENT",,"US",,"452cf099-8d17-4f61-9407-7b4b374db213","3008478284586455041","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,"LunarGravity (Gravity -50%)",,,,"2",,,,,,
"3008480486956810243","23436812-eaa8-4121-a578-36a221e1f687","40c882c8-3a13-4931-94f6-67478751db74","2022-06-29","2022-06-29 07:46:59.708","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:47:07.683","PC_CLIENT",,"US",,"48e25273-1818-4678-a76a-1567830bbf76","3008480486956810243","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008469311795834880","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:02:48.171","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 07:02:57.026","MAC_CLIENT",,"US",,"8b079f50-932e-465b-8598-8aea7af72a72","3008469311795834880","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008449596390113280","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","b5be77fe-7ea9-4448-b0c3-9ca586c25325","2022-06-29","2022-06-29 05:44:13.879","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","7","2022-06-29 05:44:16.626","MAC_CLIENT",,"US",,"b5d06456-a862-46f6-8d45-dce21b800c71","3008449596390113280","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008468394191151105","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:19.05","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","3644","2022-06-29 06:59:19.31","MAC_CLIENT",,"US",,"050dc8d5-eb0e-4563-a94e-2ac76f341dd8","3008468394191151105","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot178428",,
"3008473238599712768","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:18:31.424","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","6590","2022-06-29 07:18:31.715","MAC_CLIENT",,"US",,"915351f2-f891-458f-a1a9-3b9034033e95","3008473238599712768","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (8)",,"Magnet",,,,,"Magnet190150",,
"3008478469983076353","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","8be3ed01-a805-46e6-bdcd-f75023e9b310","2022-06-29","2022-06-29 07:39:08.427","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","8","2022-06-29 07:39:13.202","MAC_CLIENT",,"US",,"aaf79e63-aec8-4d07-af97-04b7fbd40120","3008478469983076353","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008450135354093570","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","b168b8a5-b10c-49cf-89b0-9d168b84a7c6","2022-06-29","2022-06-29 05:44:54.575","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1","2022-06-29 05:45:59.21","MAC_CLIENT",,"US",,"80d8b23e-87fb-4146-b778-7a5d68064ba7","3008450135354093570","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008468317934555136","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:58:59.746","gameStarted","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 06:59:01.545","MAC_CLIENT",,"US",,"f51b1916-6e0f-4232-bdae-d2c8e98278bf","3008468317934555136","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008489922190528512","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aaec37e4-8ffb-4581-9413-9a9037c37921","2022-06-29","2022-06-29 08:22:50.806","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-29 08:23:36.249","PC_CLIENT",,"US",,"256eea8c-9bb2-4485-8718-d8daeffaad81","3008489922190528512","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008478470113099778","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","8be3ed01-a805-46e6-bdcd-f75023e9b310","2022-06-29","2022-06-29 07:39:08.427","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 07:39:13.202","MAC_CLIENT",,"US",,"68386adb-a87d-40f1-ab26-09ee46458e8d","3008478470113099778","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008449596604022784","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","b5be77fe-7ea9-4448-b0c3-9ca586c25325","2022-06-29","2022-06-29 05:44:16.242","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2363","2022-06-29 05:44:16.626","MAC_CLIENT",,"US",,"3a0a5d1e-ba45-42c0-b2c8-5e6984ecd1f2","3008449596604022784","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 1",,"Running Speed + 40%",,,,"1",,,,,,
"3008468378873573376","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:15.406","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1906","2022-06-29 06:59:15.712","MAC_CLIENT",,"US",,"0df8ce72-ed85-460c-bd02-68eb542facc2","3008468378873573376","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (1)",,"Magnet",,,,,"Magnet178472",,
"3008473400797642755","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:19:10.535","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","6039","2022-06-29 07:19:10.805","MAC_CLIENT",,"US",,"b90ab906-1c0c-4e4d-ad0e-ba88e182c884","3008473400797642755","Unity SDK v6.0.3","-0700",,,"1",,,,,,"37.60498","Level 5-Magnet","-80.16665",,,"189634",,,,,"Circle Saw (1)",,,
"3008478284905222144","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","2b74e592-f47c-405d-b436-be0454b6a262","2022-06-29","2022-06-29 07:38:30.74","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","13739","2022-06-29 07:38:31.012","MAC_CLIENT",,"US",,"cc73d237-e479-46e3-846c-ddf22d3a5cbe","3008478284905222144","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"child accerlator 2",,"Accelerator",,,,,"Accelerator218188",,
"3008486328481357824","23436812-eaa8-4121-a578-36a221e1f687","fcb83da5-5f95-4faf-8704-4f92872b509b","2022-06-29","2022-06-29 08:10:26.787","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","4","2022-06-29 08:10:32.95","PC_CLIENT",,"US",,"72f8f648-5a95-4412-8044-277fd5e7b125","3008486328481357824","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","System Product Name (ASUS)","System Product Name (ASUS)","10",,,,,,,,,,,,,,
"3008468365900603393","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:12.018","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1943","2022-06-29 06:59:12.291","MAC_CLIENT",,"US",,"492b6f91-370e-4530-929a-2b12645efa22","3008468365900603393","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (0)",,"Magnet",,,,,"Magnet178440",,
"3008489058507698176","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5937478a-e36e-48cc-bc93-b653afb2c403","2022-06-29","2022-06-29 08:20:32.774","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-29 08:20:59.018","PC_CLIENT",,"US",,"a1ddfad0-fe94-4cda-b739-523eb942856f","3008489058507698176","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008479260622053377","1c2f00b1-bd70-4526-b987-4f0f64b913dc","b3add2ee-ee75-4779-80ca-a4718b4be2a0","2022-06-29","2022-06-29 07:42:19.298","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6","2022-06-29 07:42:21.146","PC_CLIENT",,"US",,"faa8db66-f0ca-4468-8a95-76e7fa3b388e","3008479260622053377","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","10",,,,,,,,,,,,,,
"3008449298724630535","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","96e18964-80ea-4771-b29f-e074fa1fe3a2","2022-06-29","2022-06-29 05:42:49.224","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1566","2022-06-29 05:42:49.618","MAC_CLIENT",,"US",,"e991c6d1-bfe2-426c-b2a4-b2b021e4bda7","3008449298724630535","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 7",,"Running Speed + 40%",,,,"1",,,,,,
"3008468403984912384","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:21.766","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1179","2022-06-29 06:59:22.013","MAC_CLIENT",,"US",,"586a2fe8-630b-454b-840f-323a56041143","3008468403984912384","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot178428",,
"3008473370019868673","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:19:04.496","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","16019","2022-06-29 07:19:04.762","MAC_CLIENT",,"US",,"745a8f52-a736-48ea-8cf9-659bf7fead55","3008473370019868673","Unity SDK v6.0.3","-0700",,,"1",,,,,,"37.60498","Level 5-Magnet","-63.0305557",,,"190238",,,,,"Circle Saw (2)",,,
"3008468318345596928","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:01.189","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1436","2022-06-29 06:59:01.545","MAC_CLIENT",,"US",,"3b218e44-4c6a-45e8-881a-c0929cac3f29","3008468318345596928","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,"Zero Gravity",,,,"3",,,,,,
"3008486328594604032","23436812-eaa8-4121-a578-36a221e1f687","fcb83da5-5f95-4faf-8704-4f92872b509b","2022-06-29","2022-06-29 08:10:26.787","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 08:10:32.95","PC_CLIENT",,"US",,"dcd06f60-3f25-4158-8bfb-4674cb82635f","3008486328594604032","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008468415372447746","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:24.17","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2404","2022-06-29 06:59:24.409","MAC_CLIENT",,"US",,"11bd1aa3-e5b1-4458-a6f9-67ad6a4a3f35","3008468415372447746","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot178428",,
"3008489058570612736","1c2f00b1-bd70-4526-b987-4f0f64b913dc","25fdca3f-15b5-4b9b-b473-6a6bcacbf13a","2022-06-29","2022-06-29 08:20:59.044","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-29 08:21:05.764","PC_CLIENT",,"US",,"4d777d1f-2f8d-471d-9591-1cfbde1c6265","3008489058570612736","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008468400558075904","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:20.587","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1537","2022-06-29 06:59:20.846","MAC_CLIENT",,"US",,"1de02037-bd13-4707-ab7c-d69acf094694","3008468400558075904","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot178428",,
"3008489059753406470","1c2f00b1-bd70-4526-b987-4f0f64b913dc","25fdca3f-15b5-4b9b-b473-6a6bcacbf13a","2022-06-29","2022-06-29 08:21:17.676","toolUsed","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","12019","2022-06-29 08:21:17.773","PC_CLIENT",,"US",,"c3167da4-118f-46cb-b959-a7ee6edf92be","3008489059753406470","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 1",,,"Accelerating Trail (0)",,,,,,,"Accelerator (138444)","Accelerator","Accelerator"
"3008468318316236800","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:58:59.753","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 06:59:01.545","MAC_CLIENT",,"US",,"fdd02eac-2f86-4d75-b243-bbca79bc94c8","3008468318316236800","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008473415825776640","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:19:15.936","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1266","2022-06-29 07:19:16.221","MAC_CLIENT",,"US",,"94257343-75e8-4d6b-a22d-9a5f8eaa0aa6","3008473415825776640","Unity SDK v6.0.3","-0700",,,"1",,,,,,"36.8020325","Level 5-Magnet","-77.8333359",,,"189634",,,,,"Circle Saw (1)",,,
"3008468422083272704","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:25.935","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1765","2022-06-29 06:59:26.186","MAC_CLIENT",,"US",,"33d267c2-6891-4085-8e99-8e5ade82a1e9","3008468422083272704","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot178428",,
"3008471046597730304","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","eaf09c04-3b94-415b-b396-fcf1a1d3872b","2022-06-29","2022-06-29 07:09:49.658","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","18962","2022-06-29 07:09:50.187","MAC_CLIENT",,"US",,"467ff8ef-8b1d-4b0c-9906-b4f9b7fa4f30","3008471046597730304","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,"Zero Gravity",,,,"3",,,,,,
"3008469431673204737","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:03:25.096","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","844","2022-06-29 07:03:25.439","MAC_CLIENT",,"US",,"68cc54d2-ed1f-4d38-b840-27a51347d2ab","3008469431673204737","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"child accerlator 1",,"Accelerator",,,,,"Accelerator183190",,
"3008480487430766593","23436812-eaa8-4121-a578-36a221e1f687","40c882c8-3a13-4931-94f6-67478751db74","2022-06-29","2022-06-29 07:47:05.782","cardChose","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6070","2022-06-29 07:47:07.683","PC_CLIENT",,"US",,"adc65359-d721-4dc6-a76b-d9402077d029","3008480487430766593","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 1",,"Zero Gravity",,,,"3",,,,,,
"3008468438969606150","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:29.526","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","3591","2022-06-29 06:59:29.78","MAC_CLIENT",,"US",,"7dd33efc-01db-48a2-9ad1-7fdec33c1c85","3008468438969606150","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot178428",,
"3008450135391842308","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","b168b8a5-b10c-49cf-89b0-9d168b84a7c6","2022-06-29","2022-06-29 05:45:58.737","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","64162","2022-06-29 05:45:59.21","MAC_CLIENT",,"US",,"42affff2-53df-4ca8-aeab-345e6f146153","3008450135391842308","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 1",,"Three-Times Shield",,,,"2",,,,,,
"3008468369104977920","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:13.5","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1482","2022-06-29 06:59:13.751","MAC_CLIENT",,"US",,"fe198464-43c1-4ce6-b4e1-7a0c4ca4c56e","3008468369104977920","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (0)",,"Magnet",,,,,"Magnet178440",,
"3008476189623943168","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ebf4b1ae-831a-437e-8ea1-4168dececec5","2022-06-29","2022-06-29 07:29:03.619","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","7","2022-06-29 07:29:40.646","MAC_CLIENT",,"US",,"11e50d1e-7c32-4cdd-abf1-e4eefdead131","3008476189623943168","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008469456381878272","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:03:32.575","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","3994","2022-06-29 07:03:32.874","MAC_CLIENT",,"US",,"a2dae167-c480-43ab-9517-b6f3b9646dad","3008469456381878272","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"child accerlator 3",,"Accelerator",,,,,"Accelerator183322",,
